title,paiming,uri,lat,lng,recommend_price,hotel_address,hotel_star,hotel_city,hotel_section,price_range,avg_rating,comment_count,offical_img_uri,facility,room,agoda_price,gmap_lat,gmap_lng
兆品酒店嘉義,嘉義排名第 1 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d308696-Reviews-Maison_de_Chine_Hotel_Chiayi-West_District_Chiayi.html,23.492572784423828,120.43244934082031,"NT$1,706",文化路257號,3.5,嘉義,西區,"NT$1,823 - NT$4,111",5.0,1980,https://media-cdn.tripadvisor.com/media/photo-s/0a/38/c9/5c/caption.jpg,"禁菸客房, 套房, 家庭房, 遮光窗簾, 空調設施, 房務, 迷你吧, 平板電視, 私人陽台, 客房服務, 保險箱, 冰箱","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 兒童可享免費住宿, 兒童活動 (適合兒童/家庭), 免費機場接送, 提供上網服務的商務中心, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 免費即溶咖啡, 免費接駁或計程車服務, 機場接送, 巴士接駁服務, 包車, 計程車服務, 會議設施, 宴會廳, 會議室, 行李存放, 禮賓服務, 禁菸飯店, 24 小時服務櫃台, 乾洗服務, 洗衣服務, 自助式洗衣, 燙衣服務","NT$1,948",23.483397,120.448746
福泰桔子商旅 嘉義文化店,嘉義排名第 2 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806498-d11998083-Reviews-Orange_Hotel_Wenhua_Chiayi-East_District_Chiayi.html,23.483396530151367,120.44874572753906,NT$694,文化路169號,3.5,嘉義,東區,"NT$773 - NT$2,751",5.0,2600,https://media-cdn.tripadvisor.com/media/photo-s/13/10/24/32/photo0jpg.jpg,"禁菸客房, 套房, 家庭房, 遮光窗簾, 空調設施, 保險箱, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 免費早餐, 兒童活動 (適合兒童/家庭), 計程車服務, 行李存放, 禁菸飯店, 乾洗服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 免費即溶咖啡, 共用休息室/電視區, 洗衣服務, 自助式洗衣","NT$1,706",23.481085,120.44938
承億文旅-桃城茶樣子,嘉義排名第 3 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806498-d6767724-Reviews-Hotel_Day_Plus_Teascape-East_District_Chiayi.html,23.4810848236084,120.44937896728516,"NT$2,559",東區忠孝路516號,4.0,嘉義,東區,"NT$2,503 - NT$5,007",4.5,428,https://media-cdn.tripadvisor.com/media/photo-s/0e/cb/6d/b9/photo4jpg.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 房務, 迷你吧, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 免費早餐, 兒童活動 (適合兒童/家庭), 巴士接駁服務, 會議設施, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 屋頂游泳池, 室外游泳池, 酒吧/酒廊, 餐廳, 提供早餐, 自助式早餐, 游泳池酒吧, 屋頂酒吧, 會議室, 屋頂露台, 禮賓服務, 禁菸飯店, 洗衣服務",,23.493654,120.45281
嘉義商旅,嘉義排名第 4 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d2144929-Reviews-Hotel_Day_Plus_Chiayi-West_District_Chiayi.html,23.493654251098633,120.45281219482422,"NT$1,303",垂楊路866號,3.5,嘉義,西區,"NT$1,205 - NT$3,554",4.5,642,https://media-cdn.tripadvisor.com/media/photo-s/01/e5/9f/5c/room.jpg,"空調設施, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 免費早餐, 兒童活動 (適合兒童/家庭), 巴士接駁服務, 提供上網服務的商務中心, 會議室, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 乾洗服務, 洗衣服務, 自助式洗衣","NT$3,429",23.473146,120.43753
天成文旅-繪日之丘,嘉義排名第 5 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806498-d10593117-Reviews-Sun_Dialogue_Hotel-East_District_Chiayi.html,23.473146438598633,120.43753051757812,"NT$2,041",大雅路一段888號 嘉义市,3.5,嘉義,東區,"NT$1,916 - NT$5,038",5.0,2509,https://media-cdn.tripadvisor.com/media/photo-s/0c/37/0e/4c/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施","免費停車, 免費高速上網 (WiFi), 免費網際網路, 免費早餐, 餐廳, 兒童活動 (適合兒童/家庭), 行李存放, 禮賓服務, 無線網路, 網際網路, 自助式早餐, 禁菸飯店",,23.480272,120.48335
寬悅花園酒店,嘉義排名第 6 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806498-d14162885-Reviews-Kuan_Hotel-East_District_Chiayi.html,23.48027229309082,120.48335266113281,"NT$1,978",保順路69號,4.0,嘉義,東區,"NT$2,318 - NT$4,327",4.5,74,https://media-cdn.tripadvisor.com/media/photo-s/15/5b/5a/34/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 酒吧/酒廊, 兒童活動 (適合兒童/家庭), 允許攜帶寵物 (可帶狗/寵物), 巴士接駁服務, 提供上網服務的商務中心, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 會議設施, 宴會廳, 會議室, 禮賓服務, 禁菸飯店, 自助式洗衣",,23.504875,120.44996
嘉義亮點旅店,嘉義排名第 7 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d11651303-Reviews-Hotel_Discover-West_District_Chiayi.html,23.50487518310547,120.44995880126953,"NT$1,582",仁愛路560號,3.5,嘉義,西區,"NT$1,638 - NT$2,782",4.5,108,https://media-cdn.tripadvisor.com/media/photo-s/0f/2c/3c/83/hotel-discover.jpg,"禁菸客房, 套房, 空調設施, 客房服務","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 有健身房的健身中心, 餐廳, 洗衣服務",,23.425531,120.53754
安蘭居國際青年館,嘉義排名第 8 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d4474640-Reviews-An_Lan_Jie_Hostel-West_District_Chiayi.html,23.4255313873291,120.53753662109375,"NT$1,098",蘭井街465號14樓之一,2.0,嘉義,西區,"NT$1,082 - NT$2,843",5.0,95,https://media-cdn.tripadvisor.com/media/photo-s/11/4b/6d/c3/standard-double-room.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 小廚房","免費高速上網 (WiFi), 免費網際網路, 免費早餐, 提供早餐, 會議設施, 會議室, 禁菸飯店, 自助式洗衣, 無線網路, 公用無線網路, 網際網路",,23.476631,120.44163
嘉義樂客商務旅館,嘉義排名第 9 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d6557476-Reviews-Look_Hotel_Chiayi-West_District_Chiayi.html,23.47663116455078,120.4416275024414,NT$947,東區林森西路155號,3.5,嘉義,西區,"NT$1,113 - NT$2,843",4.0,46,https://media-cdn.tripadvisor.com/media/photo-s/0c/e8/52/98/caption.jpg,禁菸客房,免費網際網路,,23.483992,120.447876
尊皇大飯店,嘉義排名第 10 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d7226996-Reviews-Tsun_Huang_Hotel-West_District_Chiayi.html,23.483991622924805,120.4478759765625,"NT$1,469",西區大華路250號,4.0,嘉義,西區,"NT$1,669 - NT$3,276",4.0,78,https://media-cdn.tripadvisor.com/media/photo-s/0e/d4/d9/0a/caption.jpg,"禁菸客房, 家庭房, 空調設施, 客房服務, 平板電視","免費停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 酒吧/酒廊, 巴士接駁服務, 提供上網服務的商務中心, 宴會廳, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 會議室, 禮賓服務, 禁菸飯店",,23.473824,120.421776
皇爵大飯店,嘉義排名第 11 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d584028-Reviews-Chiayi_King_Hotel-West_District_Chiayi.html,23.47382354736328,120.4217758178711,"NT$1,196",新榮路234號,3.5,嘉義,西區,"NT$1,113 - NT$2,163",4.0,105,https://media-cdn.tripadvisor.com/media/photo-s/10/47/b2/21/caption.jpg,"禁菸客房, 家庭房, 空調設施, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 免費早餐, 提供上網服務的商務中心, 會議設施, 禮賓服務, 禁菸飯店, 乾洗服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 會議室, 自助式洗衣","NT$1,469",23.480005,120.44413
嘉楠風華酒店,嘉義排名第 12 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d12259955-Reviews-Orient_Luxury_Hotel-West_District_Chiayi.html,23.480005264282227,120.44412994384766,"NT$1,460",西區四維路232號,3.5,嘉義,西區,"NT$1,700 - NT$3,801",3.5,28,https://media-cdn.tripadvisor.com/media/photo-s/11/a0/6b/b1/caption.jpg,,,,23.482565,120.42742
耐斯王子飯店,嘉義排名第 13 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806498-d617452-Reviews-Nice_Prince_Hotel-East_District_Chiayi.html,23.48256492614746,120.42742156982422,"NT$2,182",東區忠孝路600號,4.0,嘉義,東區,"NT$2,598 - NT$4,078",4.0,146,https://media-cdn.tripadvisor.com/media/photo-s/12/3d/d4/9c/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 宴會廳, Spa, 禁菸飯店, 免費網際網路, 無線網路, 網際網路, 酒吧/酒廊, 餐廳, 自助式早餐, 乾洗服務, 洗衣服務",,23.496672,120.453354
嘉義皇品國際酒店,嘉義排名第 14 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d6615165-Reviews-Royal_Chiayi_Hotel-West_District_Chiayi.html,23.496671676635742,120.45335388183594,"NT$1,948",自由路468號,4.0,嘉義,西區,"NT$2,040 - NT$5,254",4.0,104,https://media-cdn.tripadvisor.com/media/photo-s/13/bd/e7/ac/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 冰箱","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 會議設施, 禁菸飯店, 洗衣服務, 免費網際網路, 無線網路, 網際網路, 酒吧/酒廊, 餐廳, 提供早餐, 宴會廳, 會議室, 自助式洗衣",,23.492573,120.43245
Hotel Hi 新民店,嘉義排名第 15 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d4406586-Reviews-Hotel_Hi_Xinmin-West_District_Chiayi.html,23.492572784423828,120.43244934082031,NT$970,西區新民路784-1號,3.5,嘉義,西區,"NT$1,329 - NT$2,905",3.5,66,https://media-cdn.tripadvisor.com/media/photo-s/07/af/cf/5b/hotel-hi.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 提供早餐, 自助式早餐, 兒童活動 (適合兒童/家庭), 巴士接駁服務, 禁菸飯店, 無線網路, 公用無線網路, 網際網路","NT$1,948",23.469938,120.44044
蘭桂坊花園酒店 - 嘉義,嘉義排名第 16 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d8872689-Reviews-Lan_Kwai_Fong_Garden_Hotel_Chiayi-West_District_Chiayi.html,23.469938278198242,120.44043731689453,"NT$1,184",西區延平街250號,3.5,嘉義,西區,"NT$1,391 - NT$3,740",4.5,49,https://media-cdn.tripadvisor.com/media/photo-s/0e/90/a5/e6/caption.jpg,"空調設施, 客房服務, 冰箱","免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 提供早餐, 會議室, 禁菸飯店, 洗衣服務, 公用無線網路, 網際網路",,23.476847,120.44966
日出行旅,嘉義排名第 17 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d11875764-Reviews-Sun_Rise_Hotel_Chiayi-West_District_Chiayi.html,23.47684669494629,120.44966125488281,"NT$1,171",西區仁愛路347號2樓之2,3.5,嘉義,西區,"NT$1,360 - NT$3,122",4.0,29,https://media-cdn.tripadvisor.com/media/photo-s/0e/b8/c2/16/caption.jpg,"空調設施, 客房服務, 冰箱","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 免費早餐, 餐廳, 禮賓服務, 禁菸飯店, 網際網路",,23.47489,120.44209
里亞行旅,嘉義排名第 18 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d9809645-Reviews-Hotel_Liyaou-West_District_Chiayi.html,23.474889755249023,120.44209289550781,"NT$1,558",永和街100號,3.5,嘉義,西區,"NT$1,793 - NT$3,678",4.5,183,https://media-cdn.tripadvisor.com/media/photo-s/12/d7/89/df/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費高速上網 (WiFi), 免費早餐, 兒童活動 (適合兒童/家庭), 提供上網服務的商務中心, 會議室, 禮賓服務, 禁菸飯店, 自助式洗衣, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐",,23.475876,120.440254
德爾芙快捷酒店,嘉義排名第 19 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d7649854-Reviews-De_Reve_Express_Hotel-West_District_Chiayi.html,23.475875854492188,120.44025421142578,"NT$1,108",西區仁愛路361號5-11樓,3.0,嘉義,西區,"NT$1,113 - NT$2,967",3.5,38,https://media-cdn.tripadvisor.com/media/photo-s/11/7a/1f/bd/caption.jpg,免費停車,,,23.475397,120.4421
承億輕旅嘉義館,嘉義排名第 20 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d7598689-Reviews-Light_Hostel_Chiayi-West_District_Chiayi.html,23.47539710998535,120.44210052490234,NT$870,光彩街622號,2.0,嘉義,西區,"NT$927 - NT$1,453",4.5,177,https://media-cdn.tripadvisor.com/media/photo-s/07/5a/8c/ed/caption.jpg,"禁菸客房, 套房, 空調設施, 小廚房","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐, 提供上網服務的商務中心, 禁菸飯店","NT$1,028",23.477835,120.44406
南院旅墅,嘉義排名第 21 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806498-d10826191-Reviews-South_Urban_Hotel-East_District_Chiayi.html,23.477834701538086,120.44406127929688,"NT$1,825",東區公明路65號 东区,4.0,嘉義,東區,"NT$2,071 - NT$3,585",4.0,31,https://media-cdn.tripadvisor.com/media/photo-s/0e/2f/f5/1f/caption.jpg,"禁菸客房, 套房","免費停車, 免費高速上網 (WiFi), 免費網際網路, 游泳池, 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 禁菸飯店, 無線網路, 公用無線網路, 網際網路, 酒吧/酒廊, 餐廳",,23.4803,120.45867
新高大飯店,嘉義排名第 22 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d2241487-Reviews-Shin_Kao_Hotel-West_District_Chiayi.html,23.480300903320312,120.45867156982422,NT$615,中山路581號,,嘉義,西區,"NT$711 - NT$1,051",3.5,52,https://media-cdn.tripadvisor.com/media/photo-s/08/c8/d3/da/caption.jpg,空調設施,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 禁菸飯店, 洗衣服務",,23.47917,120.44247
嘉義行藝文旅,嘉義排名第 23 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d8872810-Reviews-Travel_Art_Inn-West_District_Chiayi.html,23.479169845581055,120.44246673583984,"NT$1,156",仁愛路345號,3.0,嘉義,西區,"NT$865 - NT$2,565",4.5,36,https://media-cdn.tripadvisor.com/media/photo-s/0a/68/fa/30/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 迷你吧, 冰箱","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 免費早餐, 兒童活動 (適合兒童/家庭), 禮賓服務, 禁菸飯店, 網際網路",,23.474737,120.44217
嘉義小青旅,嘉義排名第 24 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d8354273-Reviews-Petite_Hostel-West_District_Chiayi.html,23.4747371673584,120.44216918945312,"NT$1,097",西區番社里林森西路460號,2.0,嘉義,西區,"NT$494 - NT$1,422",5.0,17,https://media-cdn.tripadvisor.com/media/photo-s/12/cc/77/97/caption.jpg,小廚房,"免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 禁菸飯店, 自助式洗衣",,23.481134,120.44376
嘉義觀止飯店,嘉義排名第 25 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d7934155-Reviews-Chiayi_Guanzhi_Hotel-West_District_Chiayi.html,23.48113441467285,120.44376373291016,"NT$2,034",中興路467號,3.5,嘉義,西區,"NT$2,102 - NT$3,122",3.5,73,https://media-cdn.tripadvisor.com/media/photo-s/08/ca/aa/55/photo0jpg.jpg,禁菸客房,"免費網際網路, 禁菸飯店",,23.479275,120.42912
晨光飯店,嘉義排名第 26 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d12419724-Reviews-ML_Hotel-West_District_Chiayi.html,23.47927474975586,120.42912292480469,"NT$1,641",西區光彩街389號,3.5,嘉義,西區,"NT$1,854 - NT$3,585",4.5,15,https://media-cdn.tripadvisor.com/media/photo-s/0f/53/88/3a/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 餐廳, 提供早餐, 禮賓服務, 禁菸飯店, 公用無線網路, 網際網路",,23.478014,120.44879
冠閣大飯店,嘉義排名第 27 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d4358645-Reviews-Guanko_Hotel-West_District_Chiayi.html,23.47801399230957,120.44879150390625,"NT$2,450",西區忠順一街27號,3.5,嘉義,西區,"NT$1,947 - NT$3,925",4.5,88,https://media-cdn.tripadvisor.com/media/photo-s/06/a9/4d/a8/caption.jpg,免費停車,,,23.483728,120.4342
永悅商務大飯店,嘉義排名第 28 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d2338185-Reviews-Ever_Delightful_Business_Hotel-West_District_Chiayi.html,23.483728408813477,120.43419647216797,"NT$1,299",西區興業西路369號,3.5,嘉義,西區,"NT$989 - NT$2,782",3.5,21,https://media-cdn.tripadvisor.com/media/photo-s/18/90/24/71/caption.jpg,"城市景觀, 新娘套房, 禁菸客房, 遮光窗簾, 空調設施, 書桌, 冰箱, 第四台/衛星電視, 套房, 家庭房, 客房服務, 保險箱, 沙發, 電話, 衣櫃/壁櫥, 瓶裝水, 衣架, 私人浴室, 喚醒服務/鬧鐘, 電熱水壺, 加長床, 浴缸/淋浴間, 免費衛浴用品, 吹風機","免費停車, 免費高速上網 (WiFi), 自助式早餐, 計程車服務, 提供上網服務的商務中心, 會議室, 按摩椅, 行李存放, 急救箱, 醫務室, 雨傘, 24 小時辦理入住, 24 小時服務櫃台, 自助式洗衣",,23.46747,120.43696
書旅拾光,嘉義排名第 29 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d12351957-Reviews-Bobooks-West_District_Chiayi.html,23.467470169067383,120.43695831298828,"NT$1,217",東區中正路597號,2.0,嘉義,西區,"NT$587 - NT$1,391",5.0,4,https://media-cdn.tripadvisor.com/media/photo-s/10/e5/9a/ea/imag1322-largejpg.jpg,免費高速上網 (WiFi),,,23.47863,120.44469
嘉宮旅社,嘉義排名第 30 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d12123689-Reviews-ChiaKon_Hotel-West_District_Chiayi.html,23.47863006591797,120.44468688964844,"NT$1,219",西區新榮路187號,3.0,嘉義,西區,"NT$1,174 - NT$2,287",4.5,5,https://media-cdn.tripadvisor.com/media/photo-s/13/be/6f/23/caption.jpg,"禁菸客房, 套房, 空調設施","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 免費早餐, 禁菸飯店",,23.47529,120.44452
嘉冠大飯店,嘉義排名第 31 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d1628329-Reviews-Chiayi_Crown_Hotel-West_District_Chiayi.html,23.478271484375,120.44322967529297,NT$613,西門街238-2號,3.0,嘉義,西區,"NT$711 - NT$11,219",3.0,14,https://media-cdn.tripadvisor.com/media/photo-s/08/d8/e9/5d/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 餐廳, 提供早餐, 允許攜帶寵物 (可帶狗/寵物), 禁菸飯店, 公用無線網路, 網際網路",,23.478271,120.44323
洄嘉居行旅,嘉義排名第 32 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d16812965-Reviews-Back_Home_Hotel-West_District_Chiayi.html,23.46817970275879,120.4436264038086,NT$582,興業西路123號,3.0,嘉義,西區,"NT$711 - NT$2,442",3.0,1,https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo.png,套房,"免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐, 餐廳, 允許攜帶寵物 (可帶狗/寵物)",,23.46818,120.44363
楓雅SPA 汽車旅館 (大雅館),嘉義排名第 33 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806498-d2084217-Reviews-Home_Yah_Spa_Motel-East_District_Chiayi.html,23.477890014648438,120.47650909423828,NT$935,大雅路二段256號,3.0,嘉義,東區,"NT$1,051 - NT$1,669",4.0,1,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/cc/d1/6d/propertybuilding.jpg,空調設施,餐廳,,23.47789,120.47651
統一大飯店,嘉義排名第 34 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806498-d3426916-Reviews-Toong_I_Hotel-East_District_Chiayi.html,23.480419158935547,120.46318054199219,NT$736,西區中正路720號,,嘉義,東區,"NT$834 - NT$1,576",3.5,6,https://media-cdn.tripadvisor.com/media/photo-s/02/c5/c1/f2/getlstd-property-photo.jpg,,,,23.48042,120.46318
柏克山莊汽車旅館,嘉義排名第 35 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806498-d4495401-Reviews-Park_Motel-East_District_Chiayi.html,23.481470108032227,120.48603057861328,"NT$1,039",大雅路一段790號,3.5,嘉義,東區,"NT$1,174 - NT$2,751",4.0,2,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/ca/a0/fb/3877517.jpg,,,,23.48147,120.48603
鈺通大飯店,嘉義排名第 36 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806498-d3457898-Reviews-Yuh_Tong_Hotel-East_District_Chiayi.html,23.47953987121582,120.45881652832031,"NT$2,223",維新路7號,4.0,嘉義,東區,"NT$2,380 - NT$3,740",3.5,53,https://media-cdn.tripadvisor.com/media/photo-s/07/d3/5a/3c/caption.jpg,免費停車,,,23.47954,120.45882
榮宮大飯店,嘉義排名第 37 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d7229114-Reviews-Ron_Gong_Hotel-West_District_Chiayi.html,23.475830078125,120.44331359863281,NT$519,西門街77號,,嘉義,西區,"NT$587 - NT$1,267",3.0,10,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/18/fc/fb/5d/bed.jpg,套房,"免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 允許攜帶寵物 (可帶狗/寵物)",,23.47583,120.44331
夢想家商務旅館,嘉義排名第 38 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d4583412-Reviews-Dreamer_Hotel-West_District_Chiayi.html,23.474809646606445,120.43492889404297,"NT$1,039",布袋鎮新北路22號,,嘉義,西區,"NT$989 - NT$2,936",3.0,10,https://media-cdn.tripadvisor.com/media/daodao/photo-s/03/bc/07/1f/caption.jpg,,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳",,23.47481,120.43493
國園商務大飯店,嘉義排名第 39 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d1628325-Reviews-Country_Garden_Business_Hotel-West_District_Chiayi.html,23.477602005004883,120.4422836303711,"NT$1,071",光彩街678號,3.0,嘉義,西區,"NT$1,174 - NT$2,349",3.5,49,https://media-cdn.tripadvisor.com/media/photo-s/14/0f/08/d8/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 免費早餐, 提供早餐, 禮賓服務, 禁菸飯店, 網際網路","NT$1,133",23.477602,120.44228
玉山國際大飯店,嘉義排名第 40 的超值住宿地點，共 122 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808399-d1841170-Reviews-E_Sun_Villa_Hotel-West_District_Chiayi.html,23.472888946533203,120.43055725097656,NT$859,玉山路65號,3.0,嘉義,西區,"NT$958 - NT$2,658",3.5,15,https://media-cdn.tripadvisor.com/media/daodao/photo-s/02/39/37/e1/caption.jpg,"空調設施, 客房服務, 冰箱","無線網路, 公用無線網路, 網際網路, 乾洗服務, 洗衣服務",NT$859,23.472889,120.43056
